index,source,target
150,アイルーのぬいぐるみを改造{j}した、{c03}LV1 通常弾{/c}と{c03}火炎弾{/c}の{j}{c03}速射{/c}が可能なライトボウガン。,Light Bowgun made from a{j}Felyne doll. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.
151,メラルーのぬいぐるみを改造{j}した、{c03}LV1 通常弾{/c}と{c03}火炎弾{/c}の{j}{c03}速射{/c}が可能なライトボウガン。,Light Bowgun made from a{j}Melynx doll. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.
152,アイルーのぬいぐるみを改造。{j}{c03}LV1 通常弾{/c}と{c03}火炎弾{/c}の{c03}速射{/c}が{j}可能な凶暴なライトボウガン。,Powerful Felyne doll Light{j}Bowgun. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.
153,メラルーのぬいぐるみを改造。{j}{c03}LV1 通常弾{/c}と{c03}火炎弾{/c}の{c03}速射{/c}が{j}可能な凶暴なライトボウガン。,Powerful Melynx doll Light{j}Bowgun. {c03}Rapid fires{/c}{j}{c03}Normal S Lv1{/c} and {c03}Flaming S{/c}.
154,雪獅子の剛毛をまとった白き{j}ライトボウガン。完成された{j}{c03}氷結弾速射{/c}が吹雪を呼ぶ。,"Light Bowgun that's white as{j}Blangonga fur. {c03}Rapid fires{j}Freeze S{/c}. AKA ""Blizzard""."
155,人気小説の登場人物、女怪盗{j}が使用する武器のコピーモデ{j}ル。{c03}電撃弾{/c}の{c03}速射{/c}が可能。,A weapon used by a character{j}in a popular novel. {c03}Rapid{j}{c03}fires{/c} {c03}Thunder S{/c}.
156,巨大昆虫の甲殻を利用した{j}ヘビィボウガン。{j}愛らしい外見だが高威力。,"Heavy Bowgun made from a big{j}ladybug. Looks cute, but is{j}very destructive."
157,炎妃龍の素材を機構の一部に{j}組み込んだ巨砲。シンプルな{j}形状だが威力は計り知れない。,Large cannon made using{j}Lunastra parts. A simple yet{j}brutally destructive design.
158,陽炎龍の灼熱の素材を用いた{j}ヘビィボウガン。美しさの中{j}に炎の煌きが宿る。,Heavy Bowgun made from red-{j}hot Teostra body parts. Has{j}a beautiful flame-like glow.
159,巨大昆虫の甲殻を利用した{j}ヘビィボウガン。{j}愛らしい外見だが高威力。,"Heavy Bowgun made from a big{j}ladybug. Looks cute, but is{j}very destructive."
160,駆け出しハンターにも安心な{j}入門用の安価な弓。{j}矢と矢筒とセットで販売。,"A cheap Bow, perfect for new{j}Hunters. Comes with arrows{j}and a quiver."
161,桃毛獣の丈夫な素材から作ら{j}れた扱いやすい弓。{j}アクセントが愛らしい。,An easy-to-use Bow made{j}from Congalala parts. Has{j}a very charming design.
162,バサルモスの岩石のような甲{j}殻を削り出して作られた猟弓。{j}装備者の身を守る効果がある。,Bow made from a rock-like{j}Basarios shell that protects{j}the user.
163,リオレイアの甲殻をフレーム{j}に利用した深緑色の猟弓。{j}扱いやすく、信頼性も高い。,Deep-green Bow made from a{j}Rathian shell. Very reliable{j}and easy to use.
164,硬い甲殻を破り、肉を貫く、{j}烈風の如き矢を放つ轟弓。{j}脅威の技術の結晶。,Arrows fired from this Bow{j}will slice through shell and{j}flesh with minimum fuss.
165,灼熱をその身に纏う巨砲。{j}装填しただけで炎が舞い、{j}世界を赤く染める。,"A large, flame-red cannon.{j}Flames flutter as soon as{j}it's loaded. Hot to touch."
166,轟竜の素材を使用した特異な{j}形状のライトボウガン。爆発{j}的な火力を持つ実戦的な設計。,Uniquely shaped Light Bowgun{j}made from Tigrex parts. Its{j}power is truly explosive.
167,頑強な轟竜の素材を使用した{j}ライトボウガン。実験的機構{j}を搭載し、脅威の火力を実現。,Light Bowgun made from tough{j}Tigrex parts. Fitted with an{j}experimental mechanism.
168,ティガレックスの頭を模した{j}ヘビィボウガン。見た目に{j}違わぬ威力を持つ巨砲。,Heavy Bowgun in the shape of{j}a Tigrex head. As fearsomely{j}powerful as its looks.
169,未設定,Not Set
170,轟竜の強靭な素材をボウガン{j}に加工、実用化した一品。{j}撃つ度に竜の咆哮が響き渡る。,A Bowgun made from tough{j}Tigrex parts. Roars like a{j}dragon when fired.
171,轟竜の鋭くもしなやかな素材{j}を加工した、恐るべき弓。{j}岩をも貫く圧倒的威力を誇る。,"A fearsome Bow made from{j}strong, supple Tigrex parts.{j}Capable of piercing rocks."
172,轟竜の鋭くもしなやかな素材{j}を加工した、恐るべき弓。{j}岩をも貫く圧倒的威力を誇る。,"A fearsome Bow made from{j}strong, supple Tigrex parts.{j}Capable of piercing rocks."
173,覇竜の力を宿す恐るべき弓。{j}鈍く光る輝きに、全てを凌ぐ{j}圧倒的な力を感じる。,"Fearsome Bow imbued with an{j}Akantor's power. Emits a{j}dull, menacing glow."
174,カンタロスの素材を使った驚{j}くべき軽さの猟弓。{j}圧倒的な手数を誇る。,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.
175,訓練所で優秀な成績を残した{j}者に贈られる武器。≪目指せ{j}百発百中！≫と彫ってある。,"Given to those who excel in{j}training. Its inscription{j}says: ""100 shots, 100 hits."""
176,ヒプノックの素材を使った弓。{j}繁殖期の蒼毛を使用すること{j}で、より鮮やかな色彩に。,"Bow made from Hypnocatrice{j}parts in spring, when their{j}red color is more vivid."
177,ハンターの功績を称え、ギル{j}ドから贈与される弓。,Bow awarded by the Guild to{j}honor successful Hunters.
178,毒々しい笠の模様が印象的な{j}キノコ型ライトボウガン。{j}安定した性能を持つ。,Mushroom-shaped Light Bowgun{j}with a toxic-looking cap. A{j}very stable weapon.
179,ハンターの功績を称え、ギル{j}ドから贈与される弓。,Bow awarded by the Guild to{j}honor successful Hunters.
180,ハンターの功績を称え、ギル{j}ドから贈与される弓。,Bow awarded by the Guild to{j}honor successful Hunters.
181,何者よりも硬い老山龍の素材{j}が、破壊的火力を実現。実射{j}試験では要塞砲の性能を超越。,"Made from Lao-Shan parts, it{j}boasts power comparable to{j}that of a fortress cannon."
182,最高の素材と最先端の技術が、{j}最強のボウガンを誕生させた。{j}間違いなく歴史に残る巨砲。,"The ultimate Bowgun, made{j}using the best materials and{j}know-how available."
183,カンタロスの素材を使った驚{j}くべき軽さの猟弓。{j}圧倒的な手数を誇る。,A surprisngly tough Bow made{j}from Hornetaur parts.{j}Extremely easy to handle.
184,ダイミョウザザミの鋏を{j}模したユニークな水弓。{j}鋭い一撃を放てる。,An unique icy Bow made from{j}a Daimyo Hermitaur's{j}pincers. Rather lethal.
185,高威力が自慢の猟弓。{j}その弦は非常に重く、力が無{j}ければ引くことも適わない。,A very powerful Bow with a{j}thick string that takes real{j}strength to pull back.
186,驚くほど軽くてしなやかな{j}白いヒプノックの素材だから{j}実現した超高性能弓。,A very effective bow made{j}from surprisingly light and{j}supple Hypnocatrice parts.
187,驚くほど軽くてしなやかな{j}白いヒプノックの素材だから{j}実現した超高性能弓。,A very effective bow made{j}from surprisingly light and{j}supple Hypnocatrice parts.
188,エスピナスの堅牢な素材を{j}使用。随所の棘が強烈な砲火{j}による衝撃を逃す。,Made from solid Espinas{j}parts and covered in spikes{j}that shudder when fired.
189,エスピナスの堅牢な素材を{j}使用。随所の棘が強烈な砲火{j}による衝撃を逃す。,Made from solid Espinas{j}parts and covered in spikes{j}that shudder when fired.
190,エスピナスの堅牢な素材を{j}使用。随所の棘が強烈な砲火{j}による衝撃を逃す。,Made from solid Espinas{j}parts and covered in spikes{j}that shudder when fired.
191,棘竜のしなやかな素材を使用{j}したライトボウガン。{c03}火炎弾{/c}、{j}{c03}LV2 通常弾{/c}の{c03}速射{/c}が可能。,Light Bowgun made from{j}supple Espinas parts.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.
192,棘竜のしなやかな素材を使用{j}したライトボウガン。{c03}火炎弾{/c}、{j}{c03}LV2 通常弾{/c}の{c03}速射{/c}が可能。,Light Bowgun made from{j}supple Espinas parts.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.
193,棘竜のしなやかな素材を使用{j}したライトボウガン。{c03}火炎弾{/c}、{j}{c03}LV2 通常弾{/c}の{c03}速射{/c}が可能。,Light Bowgun made from{j}supple Espinas parts.{j}{c03}Rapid fires{/c} {c03}Normal S Lv2{/c}.
194,棘竜の素材を使用。扱いには{j}高い技術が求められるが、{j}強力な火焔の力を宿す逸品。,"Made from Espinas parts.{j}Takes skill to use, but is a{j}valuable, powerful weapon."
195,棘竜の素材を使用。扱いには{j}高い技術が求められるが、{j}強力な火焔の力を宿す逸品。,"Made from Espinas parts.{j}Takes skill to use, but is a{j}valuable, powerful weapon."
196,棘竜の素材を使用。扱いには{j}高い技術が求められるが、{j}強力な火焔の力を宿す逸品。,"Made from Espinas parts.{j}Takes skill to use, but is a{j}valuable, powerful weapon."
197,溶岩竜の軽量、頑丈な素材で{j}作られたヘビィボウガン。{j}小回りの利く、優秀な一品。,Heavy Bowgun made from{j}sturdy Laviosoth parts. A{j}highly maneuverable weapon.
198,頑固職人によって丹念に鍛え{j}られたライトボウガン。{j}{c03}LV1 貫通弾{/c}の{c03}速射{/c}が可能。,Light Bowgun diligently{j}forged by a stubborn Smithy.{j}{c03}Rapid fires{/c} {c03}Pierce S Lv1{/c}.
199,ガノトトスの素材を用いた{j}水属性の猟弓。丁寧な加工に{j}より、誰の手にもよく馴染む。,Bow with water properties.{j}Made from Plesioth parts. {j}A very user-friendly weapon.
200,ガノトトスの素材を用いた{j}水属性の猟弓。丁寧な加工に{j}より、誰の手にもよく馴染む。,Bow with water properties.{j}Made from Plesioth parts. {j}A very user-friendly weapon.
201,フルフルの素材を使用した{j}怪しい雷弓。,A dubious icy Bow made{j}from Khezu body parts.
202,フルフルの素材を使用した{j}怪しい雷弓。,A dubious icy Bow made{j}from Khezu body parts.
203,壮絶な爆発力を持つ破壊兵器。{j}その一撃は大陸をも揺るがす。{j}{c07}ＳＰ武器{/c},The explosive power of this{j}SP weapon shakes the earth{j}its very core.
204,シンプルな造りながら超ド級{j}の威力を誇るヘビィボウガン。{j}{c07}ＳＰ武器{/c},"Heavy Bowgun with a simple{j}design, but huge destructive{j}power. {c07}SP weapon{/c}."
205,硬い甲殻を用いた巨砲。非常{j}に軽量で、立ち回りに優れる。{j}{c07}ＳＰ武器{/c},Cannon made from hard shell.{j}Lightweight and easy to{j}move. {c07}SP weapon{/c}.
206,高い威力を誇る一品。耐火性{j}に優れた素材を随所に使用。{j}{c07}ＳＰ武器{/c},A powerful SP weapon made{j}from a fire-resistant{j}material.
207,職人の業によって実現した{j}限界性能のライトボウガン。{j}{c07}ＳＰ武器{/c},Light Bowgun maximized for{j}efficiency by a skilled{j}craftsman. {c07}SP weapon{/c}.
208,口伝の秘技による逸品。{j}{c03}速射：LV1 貫通弾{j}{c07}ＳＰ武器{/c},Made from a secret design.{j}{c03}Rapid fires Pierce S Lv1.{j}{c07}SP weapon{/c}.
209,クロオビボウガンの亜流品。{j}{c03}速射：電撃弾{j}{c07}ＳＰ武器{/c},Rip-off Black Belt Bowgun.{j}{c03}Rapid fires Thunder S.{j}{c07}SP weapon{/c}.
210,有名小説に登場する人気武器。{j}{c03}速射：電撃弾{j}{c07}ＳＰ武器{/c},A weapon from a famous book.{j}{c03}Rapid fires Thunder S.{j}{c07}SP weapon{/c}.
211,訓練所で優秀な成績を残した{j}者に贈られる武器。≪目指せ{j}百発百中！≫と彫ってある。,"Given to those who excel in{j}training. Its inscription{j}says: ""100 shots, 100 hits."""
212,古龍の素材を加えることで、{j}攻撃力、火力共に、さらなる{j}強化に成功した青怪鳥の火弓。,"A Bow made from Elder Dragon{j}parts, making it an improved{j}weapon all round."
213,汎用性の高さが売りの狩猟弓。{j}攻撃力、身を守る効果共に強化{j}された癖の無い逸品。,Versatile Bow with improved{j}Attack power and defensive{j}abilities. Quite valuable.
214,ヤマツカミの背に生えた龍木{j}から削り出された神秘的な弓。{j}加工の技法は口伝でのみ残る。,Mysterious Bow crafted from{j}dragonwood taken from a Yama{j}Tsukami's back.
215,遥か辺境の地で水神と祀られる{j}水竜ガノトトス。その強固な鱗{j}で覆われた砲身は正確無比。,"Covered in Plesioth scales,{j}this weapon boasts{j}unparalleled accuracy."
216,炎妃龍の素材の美しさを{j}損なわず、攻撃力の強化に{j}成功した。職人渾身の傑作。,Has been upgraded while{j}keeping its original beauty.{j}An artisan's pride and joy.
217,豊富な属性弾はそのままに、{j}さらなる火力のアップを{j}目指した意欲作。,A desirable weapon that aims{j}to combine power with{j}attribute ammo capabilities.
218,もう一度設計から見直し、{j}カンタロス素材を最高の効率で{j}配し、威力の向上に成功。,Redesigned to make the best{j}use of Hornetaur parts.{j}More powerful as a result.
219,摩訶不思議なボウガン。{j}設計上ありえない威力を発揮。{j}工房の職人も首をかしげる。,"A mysterious Bowgun, more{j}powerful than anyone could{j}have imagined."
